model,CIBerFS,CIBerFS,CIBerFS,CIBerNew,CIBerNew,CIBerNew,CIBerOld,CIBerOld,CIBerOld,NB,NB,NB,SVM,SVM,SVM,Logistic,Logistic,Logistic,MLP,MLP,MLP,LDA,LDA,LDA,LDA_PCA,LDA_PCA,LDA_PCA,Decision_Tree,Decision_Tree,Decision_Tree,KNN,KNN,KNN
stat,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score
iter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,1.0,1.0,0.9864864864864865,0.9836956521739131,0.9848633921138272,0.9778761061946903,0.9728260869565217,0.9747213023585024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9778761061946903,0.9728260869565217,0.9747213023585024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8145833333333333,0.8039452495974235,0.806201550387597
39,1.0,1.0,1.0,0.9808080808080808,0.9790660225442833,0.9798366770843835,0.9821428571428572,0.9782608695652174,0.9797979797979798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9853311825788891,0.9845008051529791,0.9848908362922112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8458333333333333,0.8341384863123994,0.8368013055895553
40,1.0,1.0,1.0,0.9955357142857143,0.9943820224719101,0.9949329887765701,0.9703389830508475,0.9606741573033708,0.9642483209479302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9911504424778761,0.9887640449438202,0.9898538961038961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8142446633825944,0.8099503998380403,0.8115657864582007
41,1.0,1.0,1.0,0.9728187571324827,0.9662404092071611,0.9691071980228607,0.9914529914529915,0.9882352941176471,0.9897372742200329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914529914529915,0.9882352941176471,0.9897372742200329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7953234133009414,0.7984654731457801,0.7965618960431289
42,1.0,1.0,1.0,0.967354995444883,0.9633681252509032,0.9647452846818262,0.9818181818181818,0.9787234042553192,0.9798711755233495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9907407407407407,0.9893617021276595,0.9899507587177168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8561389003720545,0.8458450421517463,0.8478084415584416
43,1.0,1.0,1.0,0.9606283149734802,0.958198051948052,0.9593123792086258,0.9912280701754386,0.9886363636363636,0.9898280948021565,0.995575221238938,0.9943181818181819,0.994920634920635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8586443586443586,0.8392857142857143,0.8443821973233738
44,1.0,1.0,1.0,0.992,0.987012987012987,0.9893887945670627,0.9959677419354839,0.9935064935064934,0.9947077346458151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7990375562297312,0.8018160701087531,0.8003362757461119
45,1.0,1.0,1.0,0.9871794871794872,0.9825581395348837,0.9846307538615231,0.9913793103448276,0.9883720930232558,0.989769820971867,0.9956521739130435,0.9941860465116279,0.9948926172782757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8620181059912522,0.8630150958792329,0.8624939522803086
46,1.0,1.0,1.0,0.9717932217932217,0.9744903462409664,0.9731117743540103,0.9922480620155039,0.9863013698630136,0.9891493055555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9866666666666667,0.9921259842519685,0.9892749892749892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8416666666666667,0.8537913925142919,0.846524304728639
47,1.0,1.0,1.0,0.9835675899131873,0.9854237991492893,0.9844684320882193,0.9798387096774194,0.9691358024691358,0.9737883672773977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8334877973432191,0.8359788359788359,0.8346424142207525
