model,CIBerFS,CIBerFS,CIBerFS,CIBerNew,CIBerNew,CIBerNew,CIBerOld,CIBerOld,CIBerOld,NB,NB,NB,SVM,SVM,SVM,Logistic,Logistic,Logistic,MLP,MLP,MLP,LDA,LDA,LDA,LDA_PCA,LDA_PCA,LDA_PCA,Decision_Tree,Decision_Tree,Decision_Tree,KNN,KNN,KNN
stat,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score,precision,recall,f1-score
iter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.29877426594894796,0.2798559947126679,0.27113466308041856,0.2866734257068829,0.2775809516713131,0.27120259196055785,0.3081267320715008,0.29779372165661666,0.2978956450237358,0.3358930822068417,0.2968232769222009,0.29449366984982117,0.302870620314796,0.29414589868289215,0.29408700288307316,0.31406649660137276,0.29729055277094246,0.297597404843557,0.47771924265230137,0.2627422704269242,0.2254243956145538,0.2841551481643145,0.2809150740456693,0.2805653030173416,0.2874005762405024,0.2833359155117287,0.2839473582266146,0.335745094438775,0.3444394946381558,0.3381968536561779,0.32521688837478313,0.3178871510803047,0.31824866682941355
1,0.4513148246994044,0.3278622738142311,0.33574272305913094,0.39502935038537756,0.32338621984974303,0.3258012156512339,0.3783920875389466,0.3323742209418366,0.3377403466407709,0.38923080800040655,0.3069895168427197,0.30308814310133825,0.35617853977436925,0.3175326921990623,0.31474581642983357,0.3154618378741637,0.3085211546065639,0.29929968935191953,0.44040893193435565,0.28588021804213976,0.26344732504974505,0.3516815218482544,0.3252685514696191,0.3282833801564322,0.37051548420960545,0.3403778079044983,0.3441752899230016,0.30789714873083096,0.3100027773070478,0.3084903028931135,0.32691659888635927,0.3161358009000358,0.31495699201340216
2,0.34896724082216657,0.2979480076334381,0.2937798077098843,0.33544658139552697,0.3029784583592531,0.3019262611247766,0.34817787980423154,0.3094908186795604,0.31177993560249284,0.3485267634320308,0.30092303436674295,0.29731624815963675,0.3734305996863468,0.31164887332105873,0.31385932606111944,0.37362720950449146,0.30853628949655443,0.30679379193767753,0.5521042084168337,0.25093744406658314,0.19087604398245508,0.35542663230669963,0.3203960252801312,0.3270726507700618,0.3413496554096533,0.31389800686158303,0.31737095509735824,0.3641009030231645,0.35806572387698216,0.3595916291494135,0.3482174957810551,0.3335889998969469,0.3327242843331477
3,0.32814606305703453,0.30020002809798335,0.29265176580473456,0.33621370992565447,0.31023361661354903,0.3078387365302163,0.3562810167978096,0.33337337772861386,0.33659488730283094,0.3368861539887823,0.3026075146285342,0.2978541614021668,0.3594705902119325,0.33442947332125494,0.33735007872608147,0.35558064300653236,0.3260377236253251,0.32542754345042824,0.3174294196120125,0.3061059103535326,0.2966538563477339,0.3452753295715845,0.33145486826719006,0.33365489605504234,0.33174817981506305,0.32540024142179447,0.32610549620204693,0.35660927127640124,0.361870902057146,0.3584217064598231,0.33930610094217717,0.3275441111535906,0.32809644799868415
4,0.33623013978480687,0.3017161750714623,0.29620529816765695,0.33522683102893,0.30067656246763164,0.29692345738269066,0.3428146505862436,0.31391779574459916,0.31641504217638855,0.3214144281924276,0.2902828433645629,0.2800857761352483,0.37733254185776344,0.3206394924198533,0.3235656327295846,0.3745270434149891,0.31148785904123766,0.30739215283098875,0.569,0.25,0.18132568514977693,0.3545829044921604,0.33015082086359226,0.3350044170412356,0.3483829846680404,0.32758179601907883,0.3309172400058574,0.33273498796781387,0.3332121232669286,0.33282130870310134,0.3123803886058061,0.3065682544876728,0.3031841379813274
5,0.3182964001428612,0.28676783574862763,0.282584169863617,0.3151279681619915,0.2910551328368637,0.28779730328188935,0.32460507246376813,0.30867768009495705,0.3092683060451489,0.32161294051590317,0.2869852048252045,0.27770884758125297,0.373257778352887,0.3167993602847526,0.32227131563133915,0.41125319152258083,0.3044447021219371,0.30902271807326454,0.37099629808466117,0.25027053049539033,0.19020602429881636,0.35108113917027906,0.3251755021438685,0.33033952548710577,0.3459021716614694,0.32734747951896137,0.32958751310759893,0.34301002633757904,0.3417595262669274,0.34230594233540207,0.34330172462914776,0.30754732848125793,0.3122210336364567
6,0.35497076023391816,0.29747655235460113,0.2890376977370347,0.37108070986399067,0.30609573353475794,0.3028669855982019,0.4057740223427105,0.3307322758542271,0.33933367740672365,0.3481186210299718,0.29105016483065266,0.28017938913642937,0.3354937863564251,0.32322905188758844,0.31991953356548697,0.3358696277544445,0.32154024836951667,0.3170395424257413,0.32785209959123,0.25194069706264827,0.196383665294314,0.36005743429569825,0.33614756968415505,0.3406282275095573,0.36604166792790604,0.33991087954502586,0.3456377017607182,0.35884306480581896,0.35125642198812934,0.35415775961197354,0.40291556549352225,0.33348036335841214,0.33678429018811196
7,0.35426096181046673,0.30452101158582345,0.30052873644758155,0.325920496739954,0.2987111382618258,0.2950530147806527,0.3243883016798463,0.312988716661033,0.3116130284146584,0.3265047190426125,0.30153355223976697,0.2949248502819931,0.3590831625904297,0.3286486354336264,0.33168380567933653,0.32212038940820975,0.3145415841743525,0.3091445138201082,0.3824789915966386,0.2786377098523991,0.2610140318277111,0.3406764835626136,0.32081347519733616,0.3236125431500762,0.3195533460122563,0.30634150648807934,0.3080056071284142,0.30734681363041577,0.312700065690152,0.30846813304948995,0.2671231979030144,0.274163809615787,0.2699250674206189
